OverallQual,GrLivArea,GarageCars,GarageArea,TotalBsmtSF,1stFlrSF,FullBath,YearBuilt,SalePrice
7,1889,1,308,925,964,1,1910,122000
9,2018,3,746,2002,2018,2,2008,378500
8,3447,3,1014,728,1968,3,1935,381000
5,1524,1,315,874,874,1,1958,144000
7,1524,2,586,1332,1332,0,1979,260000
6,1489,2,462,1489,1489,2,1968,185750
5,935,1,288,935,935,1,1965,137000
6,1357,1,312,1019,1357,1,1959,177000
5,1250,2,552,661,661,2,1910,139000
5,1920,2,400,928,928,2,1948,137000
6,1395,2,497,723,735,1,1972,162000
6,1724,2,480,1680,1724,1,1967,197900
8,2031,2,577,1128,1128,2,2002,237000
4,1128,2,528,698,698,1,1920,68400
7,1573,2,544,1573,1573,2,2002,227000
7,1339,2,484,1309,1339,2,1990,180000
5,1040,2,484,1040,1040,2,1977,150500
6,1824,0,0,912,912,2,1971,139000
6,2447,1,336,804,1699,2,1919,169000
6,1412,1,280,780,825,1,1939,132500
6,1328,2,528,1328,1328,1,1963,143000
5,1582,2,390,1624,1582,2,1964,190000
8,1659,2,499,1501,1659,2,2000,278000
8,1970,3,753,1085,1120,2,2006,281000
5,1152,2,484,1152,1152,1,1964,180500
5,1302,1,264,630,630,2,1972,119500
5,2372,1,432,994,1378,2,1892,107500
7,1664,2,528,832,832,2,1976,162900
5,864,2,572,864,864,1,1955,115000
5,1052,1,288,1052,1052,1,1968,138500
5,1128,2,525,1120,1128,2,1963,155000
6,1072,2,525,547,1072,2,2005,140000
10,5642,2,1418,6110,4692,2,2008,160000
5,1246,1,305,1246,1246,1,1959,154000
7,1983,2,490,978,1005,2,1999,225000
6,1494,1,213,771,753,1,1942,177500
8,2526,3,844,1165,1203,2,1994,290000
7,1616,3,834,1616,1616,2,2005,232000
7,1708,2,380,976,976,2,2004,130000
9,1652,2,840,1652,1652,2,2006,325000
7,1368,2,474,1368,1368,2,2005,202500
5,990,2,480,990,990,1,1994,138000
5,1122,2,528,924,1122,1,1948,147000
6,1294,2,496,1278,1294,2,1991,179200
7,1902,2,567,1902,1902,2,1959,335000
7,1274,2,508,1274,1274,2,2005,203000
8,2810,2,750,1453,1453,2,1990,302000
9,2599,3,779,1393,1422,2,1999,333168
4,948,1,280,948,948,1,1954,119000
6,2112,2,576,952,1092,2,1969,206900
8,1630,3,860,1622,1630,2,2008,295493
7,1352,2,466,1352,1352,2,2006,208900
8,1787,3,748,1753,1787,2,2001,275000
4,948,1,248,864,948,1,1954,111000
6,1478,2,442,1478,1478,1,1957,156500
3,720,1,287,0,720,1,1949,72500
7,1923,2,564,750,1061,2,1992,190000
4,708,0,0,420,708,1,1940,82500
8,1795,3,895,1795,1795,2,2006,147000
4,796,0,0,796,796,1,1922,55000
3,774,0,0,544,774,1,1931,79000
5,816,1,264,816,816,1,1982,130500
6,2792,2,520,1510,1584,2,1920,256000
7,1632,2,462,935,955,2,1998,176500
8,1588,3,825,1588,1588,2,2006,227000
5,954,2,576,911,954,1,1976,132500
4,816,1,288,816,816,1,1938,100000
5,1360,1,297,803,803,1,1938,125500
5,1365,2,440,765,765,1,1970,125000
6,1334,2,630,1350,1334,2,1977,167900
5,1656,2,506,1656,1656,2,1973,135000
4,693,0,0,693,693,1,1941,52500
7,1861,2,492,916,920,2,2002,200000
5,864,1,288,864,864,1,1972,128500
4,872,4,480,858,872,1,1971,123000
6,1114,2,576,1114,1114,1,2003,155000
8,2169,2,647,1284,1284,2,2002,228500
6,1913,2,342,896,1172,1,1928,177000
7,1456,2,440,728,728,2,2006,155835
4,960,1,308,960,960,1,1920,108500
7,2156,2,508,1568,2156,2,1968,262500
8,1776,3,712,1732,1776,2,2006,283463
7,1494,2,514,1482,1494,2,1998,215000
8,2358,0,0,684,938,2,1872,122000
5,2634,4,968,1248,1338,2,1969,200000
6,1716,2,490,858,858,1,1962,171000
6,1176,2,624,698,786,1,1937,134900
8,3238,3,666,2033,2053,2,1995,410000
7,1865,3,839,992,992,2,2000,235000
7,1920,2,487,570,1222,3,1968,170000
5,892,1,264,864,892,1,1966,110000
5,1078,2,500,1078,1078,1,1971,149900
6,1573,2,440,756,769,2,2000,177500
9,1980,3,770,1980,1980,2,2004,315000
5,2601,2,621,612,990,3,1921,189000
7,1530,2,430,1530,1530,2,2005,260000
4,1738,1,368,715,1281,2,1920,104900
6,1412,2,432,616,616,2,2006,156932
7,1200,2,480,600,520,2,2005,144152
7,1674,2,663,814,814,2,2000,216000
7,1790,2,588,873,882,2,1999,193000
5,1475,1,336,757,925,2,1977,127000
6,848,2,420,848,848,1,2003,144000
8,1668,2,502,1657,1668,2,2003,232000
4,1374,1,338,840,840,1,1920,105000
6,1661,1,377,992,1661,1,1955,165500
7,2097,2,583,1108,1108,2,1998,274300
10,2633,3,804,2633,2633,2,2001,466500
7,1958,3,936,1026,1026,2,2005,250000
8,1571,3,722,1571,1571,2,2007,239000
6,790,1,160,768,790,1,1930,91000
5,1604,2,660,984,984,2,1941,117000
6,987,1,264,483,483,1,1973,83000
5,1394,2,400,384,754,2,2006,167500
3,864,1,200,864,864,1,1914,58500
6,2117,2,550,1205,2117,2,1970,237500
7,1762,2,576,596,998,1,1920,157000
5,1416,2,576,816,1416,2,1918,112000
6,1258,1,280,560,698,1,1939,105000
4,1154,1,240,796,796,1,1922,125500
7,2784,2,564,1392,1392,3,1978,250000
6,2526,1,216,714,1664,2,1916,136000
9,1746,3,758,1746,1746,2,2006,377500
6,1218,2,440,735,869,1,1941,131000
7,1525,2,541,1525,1525,2,2000,235000
5,1584,3,792,1584,1584,2,1967,124000
5,900,1,288,864,900,1,1967,123000
6,1912,2,672,482,1221,2,1905,163000
7,1500,3,648,1356,1500,2,2006,246578
8,2482,3,642,1094,1133,2,2005,281213
5,1687,2,572,747,1687,1,1948,160000
5,1513,1,180,939,939,1,1920,137500
5,1904,1,240,1208,1136,1,1950,138000
6,1608,1,216,976,1160,2,1925,137450
6,1158,1,208,862,950,1,1929,120000
6,1593,2,398,839,864,2,2004,193000
7,1294,2,662,1286,1294,2,2006,193879
8,1464,3,754,1485,1464,2,2007,282922
3,1214,3,936,672,694,1,1915,105000
8,1646,2,482,1594,1646,2,2004,275000
5,768,2,396,768,768,1,1972,133000
5,833,0,0,833,833,1,1985,112000
4,1363,2,528,622,741,1,1910,125500
7,2093,2,542,791,1236,2,1986,215000
7,1840,2,622,944,944,2,2001,230000
6,1668,1,271,856,1112,1,1950,140000
4,1040,2,420,0,1040,2,1949,90000
8,1844,2,620,1844,1844,2,2005,257000
6,1848,2,370,833,1053,1,1923,207000
7,1569,3,660,1386,1569,2,2007,175900
4,2290,2,560,777,1246,2,1885,122500
8,2450,3,1069,1284,1310,2,1998,340000
5,1144,1,336,1144,1144,1,1963,124000
6,1844,2,540,1844,1844,2,1969,223000
6,1416,2,776,708,708,2,1968,179900
6,1069,2,440,1069,1069,2,1977,127500
6,848,2,420,848,848,1,2003,136500
6,2201,2,432,697,1575,2,1966,274970
5,1344,1,484,1024,1344,1,1958,144000
6,1252,2,528,1252,1252,1,1959,142000
7,2127,2,525,1223,1223,2,1994,271000
5,1558,1,288,913,1048,1,1945,140000
5,804,1,240,788,804,1,1940,119000
6,1440,2,467,1440,1440,2,1981,182900
5,1838,2,372,732,734,2,2005,192140
6,958,2,440,958,958,2,1976,143750
4,968,1,216,656,968,2,1927,64500
6,1792,2,451,936,962,2,2000,186500
5,1126,2,484,1126,1126,2,1977,160000
6,1537,2,462,1319,1537,1,1962,174000
4,864,2,528,864,864,1,1971,120500
8,1932,3,774,1932,1932,2,2008,394617
6,1236,2,923,912,1236,1,1957,149700
7,1725,2,550,539,1040,2,1979,197000
6,2555,2,672,588,1423,2,1922,191000
6,848,2,420,848,848,1,2004,149300
10,2007,3,812,1017,1026,2,2008,310000
6,952,1,192,952,952,1,1916,121000
7,1422,2,626,1422,1422,2,2004,179600
6,913,1,240,814,913,1,1966,129000
5,1188,1,312,1188,1188,1,1962,157900
8,2090,2,556,1220,1220,2,1995,240000
4,1346,1,384,560,796,1,1910,112000
5,630,0,0,630,630,1,1970,92000
5,1792,0,0,896,896,2,1974,136000
8,1578,3,840,1573,1578,2,2008,287090
5,1072,2,525,547,1072,1,2005,145000
5,1140,0,0,1140,1140,1,2006,84500
7,1221,2,400,1221,1221,2,2004,185000
6,1647,2,460,953,953,2,1999,175000
6,2073,2,500,1542,2073,2,1978,210000
7,2340,1,252,1152,1188,2,1941,266500
5,1078,1,240,1078,1078,1,1950,142125
5,1256,1,276,1256,1256,1,1965,147500
